Volume,Page,Sheet Type,Decade,Country,County,Subdivision,Transcribed Location,Year count,Start Year,Summary,Readings,100s+999s,% Complete,First Reading,Last Reading,Totals count,Totals 100s+999s,Avg Total,CSV Issues,Site Name,NGR,Latitude,Longitude,Elevation (ft),Stn no.,Observer,Comments
TYRain_1910-1919_01_pt1,8,Rainfall,1910s,England,London County,Surrey-became-London,St James road Brixton in Lambeth Borough,10,1910,[##........],22,0,18.3,1910/01,1911/10,1,0,26.0,,LAMBETH-BRIXTON-ST-JAMES-ROAD,TQ 314757,51.465,-0.110,40,,,"NGR is on St James Road (now Crescent). No altitude give, OS figure used. Gauge could be anywhere on the road, +/- 150m"
TYRain_1910-1919_01_pt1,14,Rainfall,1910s,England,London County,Surrey-became-London,WANDSWORTH LOWER TOOTING (LONGLEY ROAD),10,1910,[###.......],35,0,29.2,1910/01,1912/11,2,0,24.5,,WANDSWORTH-LOWER-TOOTING-LONGLEY-ROAD,,,,,,,
TYRain_1910-1919_01_pt1,17,Rainfall,1910s,England,London County,Surrey-became-London,WANDSWORTH BALHAM PARK ROAD,10,1910,[..7####2..],57,0,47.5,1912/06,1917/02,4,0,27.5,,WANDSWORTH-BALHAM-PARK-ROAD,,,,,,,
TYRain_1910-1919_01_pt1,23,Rainfall,1910s,England,London County,Surrey-became-London,WANDSWORTH ROEHAMPTON HIGHWOOD,10,1910,[....##....],24,0,20,1914/01,1915/12,2,0,28.5,,WANDSWORTH-ROEHAMPTON-HIGHWOOD,,,,,,,
TYRain_1910-1919_01_pt1,28,Rainfall,1910s,England,London County,Surrey-became-London,DULWICH SOUTH CROXTED ROAD,10,1910,[.........8],8,0,6.7,1919/05,1919/12,0,0,,,DULWICH-SOUTH-CROXTED-ROAD,,,,,,,
TYRain_1910-1919_01_pt1,44,Rainfall,1910s,England,London County,Kent-became-London,LEWISHAM SYDENHAM LETHEN GRANGE,10,1910,[#####.....],60,0,50,1910/01,1914/12,5,0,28.3,,LEWISHAM-SYDENHAM-LETHEN-GRANGE,TQ 348713,51.425,-0.063,220,,GF Chambers,
TYRain_1910-1919_01_pt1,46,Rainfall,1910s,England,London County,Kent-became-London,LEWISHAM LIMES GROVE,10,1910,[1#########],109,0,90.8,1910/12,1919/12,9,0,26.9,,LEWISHAM-CLARENDON-ROAD,TQ 384752,51.459,-0.009,100/36,,GE Dacey,Starts at LIMES GROVE
TYRain_1910-1919_01_pt1,47,Rainfall,1910s,England,London County,Kent-became-London,LEWISHAM BLACKHEATH,10,1910,[.4........],4,0,3.3,1911/01,1911/04,0,0,,,LEWISHAM-BLACKHEATH,TQ 394765,51.470,0.006,150?,,SAM Dobson,
TYRain_1910-1919_01_pt1,49,Rainfall,1910s,England,London County,Kent-became-London,ELTHAM COUNTY SECONDARY SCHOOL DEANSFIELD ROAD,10,1910,[28#.......],20,0,16.7,1910/11,1912/12,0,0,,,ELTHAM-COUNTY-SECONDARY-SCHOOL-DEANSFIELD-ROAD,TQ 433756,51.461,0.061,209,,Met Office,
TYRain_1910-1919_01_pt1,50,Rainfall,1910s,England,London County,Kent-became-London,WOOLWICH PLUMSTEAD COMMON ST JOHN'S ROAD,10,1910,[.#########],106,0,88.3,1911/01,1919/10,8,0,26.4,,WOOLWICH-PLUMSTEAD-COMMON-ST-JOHNS-ROAD,TQ 444779,51.482,0.078,317/277,,Allison/Waller/Horner,
TYRain_1910-1919_01_pt1,61,Rainfall,1910s,England,London County,Middlesex-became-London,CHELSEA PAULTON SQUARE,10,1910,[##6.......],30,0,25,1910/01,1912/06,2,0,22.3,,CHELSEA-PAULTON-SQUARE,TQ 269777,51.484,-0.174,22,,,NGR is Paulton Sq. Altitudes match
TYRain_1910-1919_01_pt1,65,Rainfall,1910s,England,London County,Middlesex-became-London,CHELSEA COUNTY SECONDARY SCHOOL,10,1910,[.4........],4,0,3.3,1911/04,1911/08,0,0,,,CHELSEA-COUNTY-SECONDARY-SCHOOL,,,,,,,
TYRain_1910-1919_01_pt1,68,Rainfall,1910s,England,London County,Middlesex-became-London,WESTMINSTER GROSVENOR WHARF,10,1910,[##1.......],25,0,20.8,1910/01,1912/01,2,0,21.3,,WESTMINSTER-GROSVENOR-WHARF-169-GROSVENOR-ROAD,TQ 301784,51.490,-0.127,48,,,NGR is 169 Grosvenor Road. Stated altitudes is based on the gauge being on a roof; gauge height is noted as being 28ft assumed from the ground therefore altitudes match
TYRain_1910-1919_01_pt1,71,Rainfall,1910s,England,London County,Middlesex-became-London,WESTMINSTER WINCHESTER STREET,10,1910,[###.......],36,0,30,1910/01,1912/12,3,0,22.4,,WESTMINSTER-69-WINCHESTER-STREET-PIMLICO,TQ 288783,51.489,-0.146,21,,,NGR is 69 Winchester Street. Altitudes match.
TYRain_1910-1919_01_pt1,72,Rainfall,1910s,England,London County,Middlesex-became-London,WESTMINSTER WINCHESTER STREET,10,1910,[#.........],12,0,10,1910/01,1910/12,1,0,21.9,,WESTMINSTER-69-WINCHESTER-STREET-PIMLICO,TQ 288783,51.489,-0.146,21,,,NGR is 69 Winchester Street. Altitudes match.
TYRain_1910-1919_01_pt1,73,Rainfall,1910s,England,London County,Middlesex-became-London,PADDINGTON,10,1910,[#.........],12,0,10,1910/01,1910/12,1,0,20.6,,PADDINGTON-LONDON-STREET,TQ 267812,51.516,-0.175,90,,,NGR is London Street. Altitude from OS map
TYRain_1910-1919_01_pt1,76,Rainfall,1910s,England,London County,Middlesex-became-London,SOUTH KENSINGTON,10,1910,[......###.],36,0,30,1916/01,1918/12,3,0,26.7,,SOUTH-KENSINGTON-MET-OFFICE-NATURAL-HISTORY-MUSEUM,TQ 268792,51.498,-0.175,70,,,NGR is Met office. Altitude matches; this is a roof gauge
TYRain_1910-1919_01_pt1,77,Rainfall,1910s,England,London County,Middlesex-became-London,SOUTH KENSINGTON MET OFFICE (NATURAL HISTORY MUSEUM),10,1910,[..######3.],75,0,62.5,1912/01,1918/03,6,0,25.6,,SOUTH-KENSINGTON-MET-OFFICE-NATURAL-HISTORY-MUSEUM,TQ 268792,51.498,-0.175,31,,,"NGR is the Met Office, which was located here from 1910 to 1919. Altitudes match"
TYRain_1910-1919_01_pt1,78,Rainfall,1910s,England,London County,Middlesex-became-London,WESTMINSTER WINCHESTER STREET,10,1910,[##........],24,0,20,1910/01,1911/12,2,0,21.5,,WESTMINSTER-69-WINCHESTER-STREET-PIMLICO,TQ 288783,51.489,-0.146,21,,,NGR is 69 Winchester Street. Altitudes match.
TYRain_1910-1919_01_pt1,86,Rainfall,1910s,England,London County,Middlesex-became-London,ADMIRALTY ARCH CHARING CROSS,10,1910,[.........#],12,0,10,1919/01,1919/12,1,0,20.9,,ADMIRALTY-ARCH-CHARING-CROSS,,,,,,,
TYRain_1910-1919_01_pt1,88,Rainfall,1910s,England,London County,Middlesex-became-London,ST MARYLEBONE CAVENDISH SQUARE OBSERVATORY,10,1910,[..1.......],1,0,0.8,1912/04,1912/04,0,0,,,ST-MARYLEBONE-CAVENDISH-SQUARE-OBSERVATORY,,,,,,,
TYRain_1910-1919_01_pt1,89,Rainfall,1910s,England,London County,Middlesex-became-London,ST MARYLEBONE OXFORD STREET,10,1910,[.#........],12,0,10,1911/01,1911/12,1,0,22.8,,ST-MARYLEBONE-OXFORD-STREET,,,,,,,
TYRain_1910-1919_01_pt1,94,Rainfall,1910s,England,London County,Middlesex-became-London,ST MARYLEBONE 11 ORMOND TERRACE,10,1910,[....####..],48,0,40,1914/01,1917/12,4,0,29.3,,ST-MARYLEBONE-11-ORMOND-TERRACE,,,,,,,
TYRain_1910-1919_01_pt1,100,Rainfall,1910s,England,London County,Middlesex-became-London,HAMPSTEAD SOUTHEND ROAD,10,1910,[##........],24,0,20,1910/01,1911/12,2,0,25.4,,HAMPSTEAD-SOUTHEND-ROAD,TQ 272855,51.554,-0.167,200,,,NGR is in South End Road with the stated relationship to station and church. Stated altitude of 240 is 40 ft too high unless gauge is mounted on a roof but that is not mentioned on record
TYRain_1910-1919_01_pt1,101,Rainfall,1910s,England,London County,Middlesex-became-London,HAMPSTEAD FROGNAL GARDENS,10,1910,[....#.....],12,0,10,1914/01,1914/12,1,0,27.9,,HAMPSTEAD-FROGNAL-GARDENS,,,,,,,
TYRain_1910-1919_01_pt1,113,Rainfall,1910s,England,London County,Middlesex-became-London,ISLINGTON HIGHBURY TERRACE,10,1910,[#.........],12,0,10,1910/01,1910/12,1,0,26.2,,ISLINGTON-HIGHBURY-TERRACE,TQ 316853,51.551,-0.103,150,,,NGR is mid point of Highbury Terrace. Altitude from OS map. NGR could be +/- 100n N/S
TYRain_1910-1919_01_pt1,114,Rainfall,1910s,England,London County,Middlesex-became-London,ISLINGTON CROUCH END ARRINGTON HOUSE,10,1910,[##6.......],30,0,25,1910/01,1912/06,2,0,24.7,,ISLINGTON-CROUCH-END-ARRINGTON-HOUSE,,,,,,,
TYRain_1910-1919_03_pt1,22,Rainfall,1910s,England,Kent,Kent-stayed-Kent,FOLKESTONE,10,1910,[.###......],36,0,30,1911/01,1913/12,3,0,31.0,,FOLKESTONE,TR 221364,51.084,1.170,121,,Met Council,
TYRain_1910-1919_03_pt1,26,Rainfall,1910s,England,Kent,Kent-stayed-Kent,CAPEL,10,1910,[.......##6],30,0,25,1917/01,1919/08,2,0,26.9,,CAPEL,TR 264387,51.103,1.233,,,,
TYRain_1910-1919_03_pt1,27,Rainfall,1910s,England,Kent,Kent-stayed-Kent,HAWKINGE AERODROME,10,1910,[........#.],12,0,10,1918/01,1918/12,1,0,32.1,,HAWKINGE-AERODROME,TR 206394,51.111,1.150,,,,
TYRain_1910-1919_03_pt1,30,Rainfall,1910s,England,Kent,Kent-stayed-Kent,DOVER MAISON DIEU GROUNDS,10,1910,[..83......],11,0,9.2,1912/05,1913/03,0,0,,,DOVER-MAISON-DIEU-GROUNDS,TR 316417,51.128,1.309,,,,
TYRain_1910-1919_03_pt1,31,Rainfall,1910s,England,Kent,Kent-stayed-Kent,DOVER THE DANES,10,1910,[...99.....],18,0,15,1913/04,1914/09,0,0,,,DOVER-THE-DANES,TR 321431,51.140,1.317,,,,
TYRain_1910-1919_03_pt1,34,Rainfall,1910s,England,Kent,Kent-stayed-Kent,BRABOURNE SCHOOL,10,1910,[.####7....],55,0,45.8,1911/01,1915/07,4,0,31.0,,BRABOURNE-SCHOOL,TR 091417,51.136,0.988,,,,
TYRain_1910-1919_03_pt1,44,Rainfall,1910s,England,Kent,Kent-stayed-Kent,CRUNDALE WINCHCOMBE FARM,10,1910,[......####],48,0,40,1916/01,1919/12,4,0,31.3,,CRUNDALE-WINCHCOMBE-FARM,TR 085494,51.206,0.983,,,,
TYRain_1910-1919_03_pt1,50,Rainfall,1910s,England,Kent,Kent-stayed-Kent,KINGSTON RECTORY,10,1910,[.....###7.],43,0,35.8,1915/01,1918/07,3,0,35.4,,KINGSTON-RECTORY,TR 197512,51.218,1.145,,,,
TYRain_1910-1919_03_pt1,51,Rainfall,1910s,England,Kent,Kent-stayed-Kent,Kingston Ileden,10,1910,[....###...],36,0,30,1914/01,1916/12,3,0,35.0,,KINGSTON-ILEDEN,TR 208523,51.227,1.161,,,,
TYRain_1910-1919_03_pt1,57,Rainfall,1910s,England,Kent,Kent-stayed-Kent,HARDRES JUNIPERS CANTERBURY,10,1910,[2###......],38,0,31.7,1910/11,1913/12,4,0,32.5,,CANTERBURY-HARDRES-JUNIPERS,TR 153506,51.214,1.081,,,,
TYRain_1910-1919_03_pt1,58,Rainfall,1910s,England,Kent,Kent-stayed-Kent,ADISHAM RECTORY,10,1910,[.#........],10,0,8.3,1911/01,1911/10,0,0,,,ADISHAM-RECTORY,TR 233549,51.250,1.198,,,,
TYRain_1910-1919_03_pt1,61,Rainfall,1910s,England,Kent,Kent-stayed-Kent,Molash Wytherling Court,10,1910,[......####],45,1,37.5,1916/01,1919/12,4,0,33.1,,MOLASH-WYTHERLING-COURT,TR 036532,51.242,0.916,,,,
TYRain_1910-1919_03_pt1,66,Rainfall,1910s,England,Kent,Kent-stayed-Kent,SANDWICH MAYFIELDS,10,1910,[#.........],12,0,10,1910/01,1910/12,1,0,32.2,,SANDWICH-MAYFIELDS,TR 331581,51.274,1.341,,,,
TYRain_1910-1919_03_pt1,67,Rainfall,1910s,England,Kent,Kent-stayed-Kent,Sandwich The Dunes,10,1910,[.....#....],12,0,10,1915/01,1915/12,1,0,27.9,,SANDWICH-THE-DUNES,TR 361577,51.270,1.383,,,Lonsdale,
TYRain_1910-1919_03_pt1,78,Rainfall,1910s,England,Kent,Kent-stayed-Kent,RAMSGATE WEST CLIFF TERRACE,10,1910,[...8......],8,0,6.7,1913/01,1913/08,0,0,,,RAMSGATE-WEST-CLIFF-TERRACE,TR 367642,51.328,1.396,,,,
TYRain_1910-1919_03_pt1,86,Rainfall,1910s,England,Kent,Kent-stayed-Kent,WESTGATE-ON-SEA GARLINGE,10,1910,[..####....],48,0,40,1912/01,1915/12,4,0,24.7,,WESTGATE-ON-SEA-GARLINGE,TR 331697,51.378,1.348,,,,
TYRain_1910-1919_03_pt1,98,Rainfall,1910s,England,Kent,Kent-stayed-Kent,HUCKING SCHOOL,10,1910,[.....3....],3,0,2.5,1915/03,1915/07,0,0,,,HUCKING-SCHOOL,TQ 849579,51.290,0.650,,,Newington,
TYRain_1910-1919_03_pt1,106,Rainfall,1910s,England,Kent,Kent-stayed-Kent,UPLEES MARSHES HARTY FACTORY FAVERSHAM,10,1910,[.......#..],11,0,9.2,1917/02,1917/12,0,0,,,UPLEES-MARSHES-HARTY-FACTORY,TR 005653,51.351,0.878,,,Lewis/Clarkson,
TYRain_1910-1919_03_pt1,107,Rainfall,1910s,England,Kent,Kent-stayed-Kent,SITTINGBOURNE NEWINGTON VICARAGE,10,1910,[#.........],12,0,10,1910/01,1910/12,1,0,32.0,,SITTINGBOURNE-NEWINGTON-VICARAGE,TQ 860651,51.355,0.670,,,,
TYRain_1910-1919_03_pt1,110,Rainfall,1910s,England,Kent,Kent-stayed-Kent,WHITSTABLE SEA SANDS,10,1910,[..565.....],16,0,13.3,1912/06,1914/10,0,0,,,WHITSTABLE-SEA-SANDS,TR 101651,51.346,1.016,,,,
TYRain_1910-1919_03_pt1,111,Rainfall,1910s,England,Kent,Kent-stayed-Kent,HERNE BAY,10,1910,[..1.......],1,0,0.8,1912/05,1912/05,0,0,,,HERNE-BAY,,,,,,Herne Bay Prep,
TYRain_1910-1919_03_pt1,115,Rainfall,1910s,England,Kent,Kent-stayed-Kent,SHEPPEY ROYAL AERO CLUB EASTCHURCH,10,1910,[..98#.....],29,0,24.2,1912/04,1914/12,1,0,22.2,,SHEPPEY-EASTCHURCH-ROYAL-AERO-CLUB,TQ 977701,51.395,0.841,40,,Ogilvie,
TYRain_1910-1919_03_pt1,116,Rainfall,1910s,England,Kent,Kent-stayed-Kent,SHEERNESS ROCK HOUSE,10,1910,[...###....],36,0,30,1913/01,1915/12,3,0,19.8,,SHEERNESS-ROCK-HOUSE,TQ 932749,51.440,0.779,,,,
TYRain_1910-1919_03_pt1,117,Rainfall,1910s,England,Kent,Kent-stayed-Kent,SHEERNESS TECHNICAL INSTITUTE,10,1910,[.####.....],46,0,38.3,1911/01,1914/10,3,0,19.8,,SHEERNESS-TECHNICAL-INSTITUTE,TQ 918746,51.438,0.758,,,,
TYRain_1910-1919_03_pt1,121,Rainfall,1910s,England,Kent,Kent-stayed-Kent,GOUDHURST FINCHCOCKS,10,1910,[....###...],36,0,30,1914/01,1916/12,3,0,37.1,,GOUDHURST-FINCHCOCKS,TQ 700364,51.102,0.427,,,,
TYRain_1910-1919_03_pt1,125,Rainfall,1910s,England,Kent,Kent-stayed-Kent,GOUDHURST TAYWELL,10,1910,[#.........],12,0,10,1910/01,1910/12,1,0,36.9,,GOUDHURST-TAYWELL,TQ 735378,51.113,0.477,,,,
TYRain_1910-1919_03_pt1,128,Rainfall,1910s,England,Kent,Kent-stayed-Kent,HORSMONDON SPRIVERS,10,1910,[.##.......],24,0,20,1911/01,1912/12,2,0,30.5,,HORSMONDEN-SPRIVERS,TQ 692399,51.133,0.417,,,,
TYRain_1910-1919_03_pt1,132,Rainfall,1910s,England,Kent,Kent-stayed-Kent,TUNBRIDGE WELLS SHANDON COURT,10,1910,[......2#..],14,0,11.7,1916/11,1917/12,1,0,34.2,,TUNBRIDGE-WELLS-SHANDON-COURT,TQ 592396,51.134,0.274,,,,
TYRain_1910-1919_03_pt1,137,Rainfall,1910s,England,Kent,Kent-stayed-Kent,Cowden Bassets Farm Edinbridge  (sic) (Edenbridge),10,1910,[.#........],12,0,10,1911/01,1911/12,1,0,30.0,,EDENBRIDGE-COWDEN-BASSETS-FARM,TQ 494412,51.151,0.135,,,,
TYRain_1910-1919_03_pt1,141,Rainfall,1910s,England,Kent,Kent-stayed-Kent,Pembury Brackenhurst,10,1910,[.....##...],24,0,20,1915/01,1916/12,2,0,37.8,,PEMBURY-BRACKENHURST,TQ 649403,51.138,0.356,,,,
TYRain_1910-1919_03_pt1,158,Rainfall,1910s,England,Kent,Kent-stayed-Kent,PENSHURST THE QUARRY HOUSE,10,1910,[...###....],36,0,30,1913/01,1915/12,3,0,31.0,,PENSHURST-THE-QUARRY-HOUSE,TQ 531434,51.169,0.189,,,,
TYRain_1910-1919_03_pt1,159,Rainfall,1910s,England,Kent,Kent-stayed-Kent,Penshurst Petre's Field,10,1910,[...###....],36,0,30,1913/01,1915/12,3,0,31.2,,PENSHURST-PETRES-FIELD,TQ 522435,51.170,0.176,,,,
TYRain_1910-1919_03_pt1,160,Rainfall,1910s,England,Kent,Kent-stayed-Kent,Penshurst Peters Field,10,1910,[.....#....],12,0,10,1915/01,1915/12,1,0,33.9,,PENSHURST-PETRES-FIELD,TQ 522435,51.170,0.176,,,,
TYRain_1910-1919_03_pt1,181,Rainfall,1910s,England,Kent,Kent-stayed-Kent,HildenboroughFairhill,10,1910,[.##.#.....],36,0,30,1911/01,1914/12,3,0,31.2,,HILDENBOROUGH-FAIRHILL,TQ 573511,51.237,0.252,,,,
TYRain_1910-1919_03_pt1,190,Rainfall,1910s,England,Kent,Kent-stayed-Kent,LENHAM THE WHITE COTTAGE,10,1910,[....6#....],18,0,15,1914/07,1915/12,1,0,41.4,,LENHAM-THE-WHITE-COTTAGE,TQ 877538,51.252,0.688,,,,
TYRain_1910-1919_03_pt1,198,Rainfall,1910s,England,Kent,Kent-stayed-Kent,MAIDSTONE BEARSTED,10,1910,[....2.....],2,0,1.7,1914/02,1914/03,0,0,,,MAIDSTONE-BEARSTED,TQ 801557,51.272,0.581,,,,
TYRain_1910-1919_03_pt1,203,Rainfall,1910s,England,Kent,Kent-stayed-Kent,DETLING FRINNINGHAM LODGE,10,1910,[4##.......],26,0,21.7,1910/09,1912/10,1,0,30.7,,DETLING-FRINNINGHAM-LODGE,TQ 818586,51.297,0.606,,,,
TYRain_1910-1919_03_pt1,204,Rainfall,1910s,England,Kent,Kent-stayed-Kent,Detling Friningham Hill Top,10,1910,[.#........],12,0,10,1911/01,1911/12,1,0,31.8,,DETLING-FRININGHAM-HILL-TOP,TQ 818588,51.299,0.606,,,,
TYRain_1910-1919_03_pt1,211,Rainfall,1910s,England,Kent,Kent-stayed-Kent,RAINHAM MERESBOROUGH,10,1910,[#.###.....],48,0,40,1910/01,1914/12,4,0,28.8,,RAINHAM-MERESBOROUGH,TQ 822658,51.362,0.616,,,,
TYRain_1910-1919_03_pt1,244,Rainfall,1910s,England,Kent,Kent-stayed-Kent,SEVENOAKS SEAL,10,1910,[##........],23,0,19.2,1910/01,1911/12,2,0,32.5,,SEAL,TQ 548561,51.283,0.218,,,,
TYRain_1910-1919_03_pt1,253,Rainfall,1910s,England,Kent,Kent-stayed-Kent,KNOCKHOLT MARINERS,10,1910,[.....#....],12,0,10,1915/01,1915/12,1,0,39.8,,KNOCKHOLT-MARINERS,TQ 484595,51.315,0.128,,,,
TYRain_1910-1919_03_pt1,257,Rainfall,1910s,England,Kent,Kent-stayed-Kent,HALSTEAD PLACE,10,1910,[##........],24,0,20,1910/01,1911/12,2,0,34.2,,HALSTEAD-PLACE,TQ 483615,51.333,0.127,,,,
TYRain_1910-1919_03_pt1,272,Rainfall,1910s,England,Kent,Kent-stayed-Kent,BROMLEY KINGS AVENUE,10,1910,[.....3####],51,0,42.5,1915/10,1919/12,4,0,28.5,,BROMLEY-KINGS-AVENUE,TQ 397706,51.417,0.008,,,,
TYRain_1910-1919_03_pt1,285,Rainfall,1910s,England,Kent,Kent-stayed-Kent,SIDCUP BEACH VIEW,10,1910,[.....####.],48,0,40,1915/01,1918/12,4,0,28.9,,SIDCUP-BEECH-VIEW,TQ 468715,51.424,0.110,,,,
TYRain_1910-1919_03_pt1,291,Rainfall,1910s,England,Kent,Kent-stayed-Kent,HIGHAM WHITE HOUSE TELEGRAPH HILL,10,1910,[...##.....],24,0,20,1913/01,1914/12,2,0,23.2,,HIGHAM-TELEGRAPH-HILL,TQ 712710,51.412,0.460,,,,
TYRain_1910-1919_04_pt1,9,Rainfall,1910s,England,Sussex,-,BOGNOR SHRIPNEY,10,1910,[......#9##],45,0,37.5,1916/01,1919/12,4,0,28.6,,BOGNOR-SHRIPNEY,SU 892072,50.857,-0.734,,[432/5],,
TYRain_1910-1919_04_pt1,49,Rainfall,1910s,England,Sussex,-,SELHAM RECTORY,10,1910,[###.......],36,0,30,1910/01,1912/12,3,0,39.3,,SELHAM-RECTORY,SU 933207,50.978,-0.672,,,,
TYRain_1910-1919_04_pt1,56,Rainfall,1910s,England,Sussex,-,MIDHURST THE HILLS STEDHAM,10,1910,[..##......],24,0,20,1912/01,1913/12,2,0,35.7,,MIDHURST-STEDHAM-THE-HILLS,SU 860230,51.000,-0.776,,,,
TYRain_1910-1919_04_pt1,59,Rainfall,1910s,England,Sussex,-,BILLINGSHURST FIVE OAKS,10,1910,[...44.....],8,0,6.7,1913/08,1914/04,0,0,,,BILLINGSHURST-FIVE-OAKS,TQ 098283,51.044,-0.435,,,,
TYRain_1910-1919_04_pt1,67,Rainfall,1910s,England,Sussex,-,RUDGWICK HERMONGERS,10,1910,[.#94......],25,0,20.8,1911/01,1913/05,1,0,29.9,,RUDGWICK-HERMONGERS,TQ 099343,51.097,-0.432,248,,Busk,
TYRain_1910-1919_04_pt1,69,Rainfall,1910s,England,Sussex,-,WORTHING TARRING PARK VIEW.,10,1910,[.##.......],24,0,20,1911/01,1912/12,2,0,34.4,,WORTHING-TARRING-PARK-VIEW,TQ 132037,50.822,-0.394,34,,Cooper,
TYRain_1910-1919_04_pt1,70,Rainfall,1910s,England,Sussex,-,WORTHING GRAND AVENUE,10,1910,[##........],24,0,20,1910/01,1911/12,2,0,29.1,,WORTHING-GRAND-AVENUE,TQ 133022,50.808,-0.393,27,,Butler,
TYRain_1910-1919_04_pt1,79,Rainfall,1910s,England,Sussex,-,SHOREHAM WEST CAMP,10,1910,[........2.],2,0,1.7,1918/01,1918/02,0,0,,,BRIGHTON-SHOREHAM-WEST-CAMP,TQ 213071,50.851,-0.278,200,,Taylor,
TYRain_1910-1919_04_pt1,83,Rainfall,1910s,England,Sussex,-,BRIGHTON PRESTON DROVE PRESTON,10,1910,[##1.......],25,0,20.8,1910/01,1912/04,2,0,30.0,,BRIGHTON-PRESTON-PRESTON-DROVE,TQ 305065,50.843,-0.148,143,,Philips,
TYRain_1910-1919_04_pt1,84,Rainfall,1910s,England,Sussex,-,BRIGHTON WHITE HAWK KITE STATION,10,1910,[...TTT....],0,0,0,,,3,0,34.6,,BRIGHTON-WHITE-HAWK-KITE-STATION,TQ 330047,50.827,-0.113,380,,*,
TYRain_1910-1919_04_pt1,86,Rainfall,1910s,England,Sussex,-,BRIGHTON 176A HOLLINGDEAN TERRACE,10,1910,[....92....],11,0,9.2,1914/04,1915/02,0,0,,,BRIGHTON-HOLLINGDEAN-TERRACE-176A,TQ 316069,50.847,-0.132,266,,Biddlesden,
TYRain_1910-1919_04_pt1,87,Rainfall,1910s,England,Sussex,-,PRESTON PARK CLIFTON VILLA,10,1910,[....###2..],38,0,31.7,1914/01,1917/02,3,0,36.4,,BRIGHTON-PRESTON-PARK-CLIFTON-VILLA,TQ 300068,50.846,-0.155,76,,Rogers,
TYRain_1910-1919_04_pt1,90,Rainfall,1910s,England,Sussex,-,PRESTON HOLLINGBURY CAMP,10,1910,[..#.......],12,0,10,1912/01,1912/12,1,0,37.1,,BRIGHTON-HOLLINGBURY-CAMP,TQ 322078,50.855,-0.123,302,,Hamlin,
TYRain_1910-1919_04_pt1,92,Rainfall,1910s,England,Sussex,-,PRESTON HOLLINGBURY CAMP,10,1910,[...###....],36,0,30,1913/01,1915/12,3,0,39.8,,BRIGHTON-HOLLINGBURY-CAMP,TQ 322078,50.855,-0.123,575,,Hamlin,
TYRain_1910-1919_04_pt1,115,Rainfall,1910s,England,Sussex,-,SOUTHWATER,10,1910,[..55......],10,0,8.3,1912/08,1913/05,0,0,,,SOUTHWATER,TQ 154263,51.024,-0.356,,,,
TYRain_1910-1919_04_pt1,119,Rainfall,1910s,England,Sussex,-,SEAFORD CAMP LONDON COM DEPOT,10,1910,[......19..],10,0,8.3,1916/12,1917/09,0,0,,,SEAFORD-CAMP-LONDON-COM-DEPOT,TV 4868198555,50.768,0.107,100,,Taylor,
TYRain_1910-1919_04_pt1,127,Rainfall,1910s,England,Sussex,-,COOKSBRIDGE,10,1910,[.....1....],1,0,0.8,1915/11,1915/11,0,0,,,COOKSBRIDGE,TQ 401135,50.904,-0.009,,,,
TYRain_1910-1919_04_pt1,140,Rainfall,1910s,England,Sussex,-,HADLOW DOWN,10,1910,[.......3##],27,0,22.5,1917/10,1919/12,2,0,34.1,,HADLOW-DOWN,TQ 527234,50.990,0.174,,,,
TYRain_1910-1919_04_pt1,144,Rainfall,1910s,England,Sussex,-,LINDFIELD BOYS SCHOOL,10,1910,[.....###..],36,0,30,1915/01,1917/12,3,0,37.3,,LINDFIELD-BOYS-SCHOOL,TQ 347251,51.010,-0.081,,,,
TYRain_1910-1919_04_pt1,167,Rainfall,1910s,England,Sussex,-,HEATHFIELD HOLBANS FARM,10,1910,[....#9....],21,0,17.5,1914/01,1915/09,1,0,36.3,,HEATHFIELD-HOLBANS-FARM,TQ 630230,50.983,0.321,,,,
TYRain_1910-1919_04_pt1,183,Rainfall,1910s,England,Sussex,-,NUTLEY PIPPINGFORD PARK,10,1910,[####......],48,0,40,1910/01,1913/12,4,0,37.9,,NUTLEY-PIPPINGFORD-PARK,TQ 440306,51.057,0.053,,,,
TYRain_1910-1919_04_pt1,192,Rainfall,1910s,England,Sussex,-,THE GATE FARM BATTLE,10,1910,[.......2..],2,0,1.7,1917/07,1917/08,0,0,,,BATTLE-GATE-FARM,TQ 750173,50.929,0.489,,,,
TYRain_1910-1919_04_pt1,196,Rainfall,1910s,England,Sussex,-,RYE POINT HILL,10,1910,[.##.......],24,0,20,1911/01,1912/12,2,0,31.2,,RYE-POINT-HILL,TQ 921211,50.957,0.734,,,Ticehurst,
TYRain_1910-1919_04_pt1,201,Rainfall,1910s,England,Sussex,-,BECKLEY BAY TREE COTTAGE,10,1910,[#.........],12,0,10,1910/01,1910/12,1,0,35.5,,BECKLEY-BAY-TREE-COTTAGE,TQ 839236,50.982,0.619,,,,
TYRain_1910-1919_04_pt1,216,Rainfall,1910s,England,Sussex,-,HEATHFIELD ANGOLA,10,1910,[....###...],36,0,30,1914/01,1916/12,3,0,41.7,,HEATHFIELD-ANGOLA,TQ 577197,50.955,0.244,,,,GR-by-distance
